KEY,VALUE
censor_darkhill_enter_text2,"<speaker(censor_male)>""那个碍事的废物国王活该，谁让他阻挠纯净教团的神圣事业。""宣道者继续说着，朝地上啐了一口，
""马卡巴·蛇步国王万岁！唯有他配得上王位，愿他长寿！""

<speaker(genevave)>""噢...""吉纳维芙突然没了精神，
""原来是这么回事。""

身旁的莫克咬紧牙关，拳头握得指甲陷进掌心渗出血丝。

<speaker(mork)>""明白了，感谢告知。""他终于从牙缝里挤出谎言，
""那我们就不耽误您执行神圣职责了。
保证我们心怀纯洁无瑕的念头。
这就去当地旅店投宿，尽快离开暗丘镇。""

<speaker(censor_male)>""很好，公民！""宣道者宣布，
""那就请便吧，记得将任何伤风败俗之事——无论公开还是私下——上报纯净教团。
绝不容许罪人逍遥法外！""

"
oop_alchemist_mook_talk_text0,"<speaker(player)>""所以，你在这里做什么？""你问道。

喽啰从兜帽下投来愤慨的一瞥，嗤之以鼻。

<speaker(censor_female)>""我正神圣地守卫街道，抵御变态、怪癖者、闲杂人等、英国人及其他道德沦丧之徒的侵蚀，这不明摆着吗？""她宣告道，狐疑地打量着你，
""这可是至关重要的任务。
英国人这种罕见的变态尤为可恶。
一旦在某个区域扎根，几乎无法根除或驱赶。
若在野外遇到过分寡淡的茶水或冒充晚餐的长时间水煮烂糊物，请务必向纯净教团举报。
绝不容许——那种——污秽玷污这些美好的街道。"""
make_me_a_bow_opening_text0,"<speaker(censor_female)>""站住，罪人！""当你走近炼金术士店铺时，纯净教团的喽啰喝止道，
""这家自称炼金工坊的机构正因涉嫌'堕落行为'接受调查。
而你，罪人，竟试图进入可疑场所，此举已被纯净教团的虔诚信徒目睹。""

喽啰威胁性地朝你晃了晃手指。

<speaker(censor_female)>""想必你我都清楚，若我将此失检行为上报会有什么后果，对吧？""她继续道，
""你总不愿被怀疑'堕落'吧？""

"
make_me_a_bow_opening_button0_0,呃，大概吧？
make_me_a_bow_opening_button0_1,你是在勒索我吗？
make_me_a_bow_opening_button0_2,不过…我确实是个变态啊 
make_me_a_bow_opening_text1,"<choose(speech,make_me_a_bow_opening_0,guess|<speaker(player)>""呃，大概吧？""你回答。)>
<choose(speech,make_me_a_bow_opening_0,blackmail|<speaker(player)>""你是在勒索我吗？""你挑眉问道。)>

喽啰咂着嘴朝你晃动法令卷轴。

<speaker(censor_female)>""听着，罪人，纯净教团对堕落行为绝不姑息。""她压低声音说，
""对你那必定丑闻缠身的过往展开调查将是无孔不入、旷日持久的。
若你能在此刻证明诚意，对大家都好。
只要我认定你心无邪念，你我大可当这次是'意外事故'，纯净教团与你便相安无事。"""
make_me_a_bow_opening_text2,"<speaker(player)>""你想要什么？""你努力保持语气平稳地问道。

<speaker(censor_female)>""我需要一把<item_i(shortbow)>。""喽啰要求道，
""用来维护街道安全，清除罪恶的堕落行为。
你可以用叶甲虫和其他森林生物掉落的材料自制一把。
造好交给我，明白吗？"""
make_me_a_bow_opening_pervert_text0,"<speaker(player)>""不过…我确实是个变态啊。""你回答。

喽啰惊恐万状地看着你，一时语塞。
她条件反射般将法令卷轴举在胸前晃动，仿佛在驱魔。

<speaker(censor_female)>""离我远点，邪恶的灵魂！""她尖声道，
""我唾弃你卑劣的腐化。
你的肉欲诱惑伤不了我，玷污纯洁的败类。
滚开，趁还能作恶时尽情犯罪去吧。
纯净终将净化你，等着瞧。
现在，永远别跟我说话！"""
make_me_a_bow_turn_in_text0,"你将<item_i(shortbow)>递给喽啰，她咧嘴傻笑着接过，似乎不敢相信自己的伎俩居然得逞。
她清了清嗓子试图重新摆出严肃表情，却不太成功。

<speaker(censor_female)>""呃-，很好，罪人。""她说，
""你向我们尊贵教团的赠礼证明了你的意图纯洁。
我会忘记你先前的不检点，若你确实需要在这可疑机构采购物品，姑且准许通行。""

"
order_of_purity_priest_first_text0,"<speaker(censor_male)>""欢迎迷途羔羊来到纯净圣殿""，祭司在讲台后高声道，
""可是为涤除淫邪之罪而来？""

<if_not_has_clothes(他的目光短暂掠过你赤裸的身体，随即迅速移向远方。

<speaker(censor_male)>""这方面本可多些努力""，他嘶嘶地补充道。)>

他张开双臂，仿佛在向不存在的群众布道。

<speaker(censor_male)>""在禁欲祭坛前跪拜吧，从此解脱罪孽！""

"
order_of_purity_priest_loop_text,"一名纯净教团的祭司站在你面前。
他仰着头，持续喋喋不休地痛斥欢愉之罪，全然不顾是否有人在听。"
order_of_purity_priest_loop_button0_0,教会对马卡巴有什么看法？
order_of_purity_priest_loop_button0_1,"你们整天挂在嘴边的""纯净""到底是什么？"
order_of_purity_priest_loop_button0_2,我有个皇家幽灵的麻烦
order_of_purity_priest_marcarba_text0,"<speaker(player)>""教会对马卡巴有什么看法？""你问道。

祭司容光焕发，张开双臂祈祷。

<speaker(censor_male)>""愿荣耀与福佑归于新任正统国王！""他高声宣告，
""祈愿他的统治永世长存，愿他的敌人在尘土中受苦。
纯净教团赞颂他的伟业。""

"
order_of_purity_priest_marcarba_button0_0,妙极了
order_of_purity_priest_marcarba_button0_1,好吧，我们换个话题 
order_of_purity_priest_purity_text0,"<speaker(player)>""所以，你们整天挂在嘴边的'纯净'到底是什么？""你问道，
""听起来有点含糊。""

<speaker(censor_male)>""纯净即是一切！""祭司吼道，
""它是对一切污秽、堕落与淫邪的摒弃。"""
order_of_purity_priest_purity_button0_0,这根本没说明白
order_of_purity_priest_purity_button0_1,啊，这下我全明白了 
order_of_purity_priest_purity_text1,"<speaker(player)>""这根本没说明白。""你回答。

<speaker(censor_male)>""你必须摒弃肮脏的肉体欲望！""祭司继续哀嚎，
""我从你眼中看到了——你这纵欲之徒眼神涣散！忏悔吧！忏悔吧！""

教堂深处的其他喽啰们开始附和，反复高喊""忏悔""和""纵欲之徒""。

你明显感觉到这与宗教毫无关系。
或许在这些家伙不愿让你探查的地方，能找到他们行为动机的更合理解释。
要么，他们纯粹是帮怪人。
唯有时间能证明。

"
order_of_purity_priest_ghost_text0,"<speaker(player)>""是这样，我正被某个死去贵族的幽灵困扰。
你们既然是祭司……
有没有办法解决这个问题？""你问道。

<speaker(genevave)>""呵，现在知道不方便了是吧，贱民。""吉纳维芙嗤之以鼻。

<speaker(censor_male)>""你需要驱魔来摆脱强大的堕落存在？""祭司用最大音量吼道。"
order_of_purity_priest_ghost_button0_0,算是吧，差不多这样 
order_of_purity_priest_ghost_text1,"<speaker(player)>""算是吧，差不多这样。""你回答。

<speaker(genevave)>""不，根本不是这样。""吉纳维芙同时在你脑中嘶声道。

<speaker(censor_male)>""妙极了，又一个等待净化的迷途灵魂！""祭司继续吼道，
""你来对地方了。
可惜伟大的'戒撸仪式长'正在闭关修行。
唯有他才能驱逐此等淫邪巨恶。""

"
order_of_purity_priest_ghost_button1_0,那位…撸大师在哪？
order_of_purity_priest_ghost_button1_1,算了，当我没问 
order_of_purity_priest_ghost_text2,"<speaker(player)>""那位…撸大师在哪？""你问道。

<speaker(censor_male)>""是'戒撸大师'！""祭司狂热地强调，
""那位通过激烈禁欲超越凡俗的至高存在！""

""好吧…他在哪？""你追问。

<speaker(censor_male)>""你见不到！""祭司吼道，
""他正在纯净教堂深处训练僧侣。
你不被允许进入那里。
你必须在此等候，等很久很久，若你被认定足够纯净，或许将来能遇见他。""

"
order_of_purity_priest_ghost_text3,"<speaker(censor_male)>""我重申，你绝不能擅自进入教堂深处找他，""祭司继续吼道，
""这是禁止的！
教堂蕴藏着纯净奥秘，而你不纯净，你是污秽的。
我们不容你的污秽玷污通往圣地的纯净入口！""

你身后某处传来其他喽啰的齐声吟唱：""污秽！污秽！污秽！""

"
order_of_purity_priest_ghost_button3_0,好吧，我要去后面找个人，这就是我想知道的
order_of_purity_priest_ghost_button3_1,真不巧，那我只好等很久很久很久了 
order_of_purity_bouncer_first_text0,"<speaker(censor_female)>""不洁的灵魂，你不得越过此界，""一名纯净教团喽啰向你吼道，
""教堂内部仅对纯净者开放。
若再前行，我们将以神圣纯净之力将你逐出圣地！""

"
order_of_purity_bouncer_first_button0_0,妙极了
order_of_purity_bouncer_first_button0_1,放马过来吧
order_of_purity_bouncer_first_button0_2,明白了 
order_of_purity_bouncer_first_text1,"<choose(speech,order_of_purity_bouncer_first_1,fantastic|<speaker(player)>""妙极了，""你回答。)>
<choose(speech,order_of_purity_bouncer_first_1,bring|<speaker(player)>""放马过来吧，""你回答。)>
<choose(speech,order_of_purity_bouncer_first_1,see|<speaker(player)>""明白了，""你回答。)>

<speaker(censor_female)>""正是，""喽啰死死瞪着你吼道。

"
order_of_purity_bouncer_loop_text,一名纯净教团的喽啰挡在你面前，试图阻止非教团成员进入教堂内部。
order_of_purity_bouncer_loop_button0_0,为什么我不能进去？ 
order_of_purity_bouncer_enter_text0,"<speaker(player)>""再说一次，为什么我不能越过这里？""你问道。

<speaker(censor_female)>""因为你肮脏、不洁，还没摆脱所有邪念！""喽啰吼道，显然不愿多作解释。

"
order_of_purity_male_victory_text0,"纯净教团的喽啰倒在您面前的地上，显然在挨了几下打后就假装被击败了。

<speaker(censor_male)>""我的伤啊，我严重的伤啊，""他捂着完全没受伤的胸口哀嚎道，""你杀了我！
我打不动了。
我无法阻止你蹂躏我的身体了，你这邪恶的禽兽，你的意图如此明显。
别再让我苦等了，开始你的暴行吧！""

"
order_of_purity_male_victory_button0_0,什么？
order_of_purity_male_victory_button0_1,不了，不管这是什么情况，我得赶紧离开
order_of_purity_male_victory_text1,"<speaker(player)>""什么？""你看着眼前这名纯净教团审查员的""尸体""问道。

不知是你的错觉还是怎的，这个在地板上扭动的人似乎有点过于享受了。

<speaker(censor_male)>""这是不可避免的！""喽啰哀嚎道，
""我是纯洁与无辜的灯塔，是摆脱了淫邪之罪的存在，像你这样的污秽生物自然会想要玷污我。""

这个穿长袍的喽啰在地板上又扭动了几下，看起来可怕地自得其乐。

<speaker(censor_male)>""我就知道这只是时间问题，""他继续道，
""纯净教团那无瑕的光辉就像一盏明灯，吸引着玷污者如飞蛾扑火般而来。
我将屈服于你贪婪的变态欲望，好让其他人能继续活下去。
现在就来占有我吧，你这怪物！"""
order_of_purity_male_victory_button1_0,这太奇怪了，我想我还是去别处吧
order_of_purity_male_victory_text2,"<speaker(player)>""这太奇怪了……我想我还是去别处吧。""你说着转身要走。

<speaker(censor_male)>""别走啊！你还没碰过我呢！""纯净教团喽啰哀嚎道，语气中的失望程度堪称你生平所见之最。

<speaker(censor_male)>""我是说……呃……""意识到失言后喽啰急忙改口，
""糟了！我的裤子突然掉下来了！要是现在有变态歹徒趁机占我便宜可就太可怕了！""

经过一阵笨拙的扭动，喽啰竟从袍子底下钻了出来，向世界展示他硬挺的阳具。"
order_of_purity_male_victory_text3,"<speaker(censor_male)>""耻辱啊，太可怕了！
你的堕落之力如此强大，被玷污者，它正违背我的意志操控我的身体，""喽啰辩解道，同时注意到你察觉了他明显的生理反应。

<speaker(censor_male)>""若你现在凌辱我，必将永远腐蚀我的神智，让我沦为沉溺于你肮脏癖好的奴仆，""他补充道，显然对这个设想感到异常兴奋。

"
order_of_purity_male_victory_button3_0,好吧，我可以配合一下
order_of_purity_male_victory_button3_1,我想我真的该走了，永别了 
order_of_purity_male_victory_text4,"<speaker(player)>""好吧，我可以配合一下。""你说道，立即看到喽啰脸上露出狂喜的表情。

<speaker(player)>""行，我现在是玷污纯洁的暴徒，要慢慢靠近我的猎物了，""你宣布道，
""不过我的猎物最好装出不情愿的样子，不然别人该议论我挑选凌辱对象的标准了。""

喽啰欣喜地倒抽口气，试图换上更恰当的表情。
在彻底失败于抹去脸上傻笑后，他改用无声的惊恐尖叫表情——但完全不带惊恐成分。
勉强凑合吧。"
order_of_purity_male_victory_button4_0,让他骑你
order_of_purity_male_victory_button4_2,后退 
order_of_purity_male_victory_post_text0,"在经历漫长的高潮欢愉后，你与喽啰分开，将他留在原地瘫作幸福的一团，随即重返自己的事务。

"
order_of_purity_female_victory_text0,"纯净教团的喽啰倒在您面前的地上，显然在挨了几下打后就假装被击败了。

<speaker(censor_female)>""我的伤啊，我严重的伤啊，""她捂着完全没受伤的胸口哀嚎道，""你杀了我！
我打不动了。
我无法阻止你蹂躏我的身体了，你这邪恶的禽兽，你的意图如此明显。
别再让我苦等了，开始你的暴行吧！"""
order_of_purity_female_victory_button0_0,什么？
order_of_purity_female_victory_button0_1,不了，不管这是什么情况，我得赶紧离开 
order_of_purity_female_victory_text1,"<speaker(player)>""什么？""你看着眼前纯净教团审查员的""尸体""问道。

是错觉吗，这位在地上扭动的人似乎有点过于享受了。

<speaker(censor_female)>""这是不可避免的！""喽啰哀嚎道，
""我是纯洁无瑕的灯塔，远离色欲之罪的存在，像你这样的污秽生物自然会企图玷污我。""

长袍喽啰在地上又扭动了几下，看起来可怕地自得其乐。

<speaker(censor_female)>""我早知道这只是时间问题，""她继续道，
""纯净教团未受玷污的光辉就像吸引飞蛾的火焰，让亵渎者趋之若鹜。
就让我沦为你贪婪堕落的牺牲品，换取他人平安。
现在占有我吧，你这怪物！"""
order_of_purity_female_victory_button1_0,这太奇怪了，我想我还是去别处吧
order_of_purity_female_victory_text2,"<speaker(player)>""这太奇怪了...我想我还是去别处吧。""你说着转身要走。

<speaker(censor_female)>""别走啊，你还没碰过我呢！""纯净教团的喽啰哀嚎道，语气中的失望程度堪称你生平所见之最。

<speaker(censor_female)>""我是说...呃...""意识到失言后她急忙改口，
""天啊！我的裤子突然自己掉下来了！要是哪个下流痞子趁机占我走光的便宜可就太可怕了！""

经过一阵笨拙的扭动，喽啰竟从袍底钻了出来，将湿漉漉的私处暴露无遗。"
order_of_purity_female_victory_text3,"<speaker(censor_female)>""耻辱啊，太可怕了！
你的堕落之力如此强大，被玷污者，它正违背我的意志操控我的身体，""喽啰辩解道，同时注意到你察觉了她明显的生理反应。

<speaker(censor_female)>""若你现在凌辱我，必将永远腐蚀我的神智，让我沦为沉溺于你肮脏癖好的奴仆，""她补充道，显然对这个设想感到异常兴奋。"
order_of_purity_female_victory_button3_0,好吧，我可以配合一下
order_of_purity_female_victory_button3_1,我想我真的该走了，永别了 
order_of_purity_female_victory_text4,"<speaker(player)>""好吧，我可以配合一下。""你说着，立即看到喽啰脸上露出欣喜若狂的表情。

<speaker(player)>""行，我现在是玷污纯洁的暴虐者，要慢慢靠近我的猎物了，""你宣告道，
""不过我的猎物最好装出不情不愿的样子，不然别人该议论我挑选凌辱对象的标准了。""

喽啰欢喜地倒抽口气，试图换上更恰当的表情。
在彻底失败于抹去脸上傻笑后，她改用无声的惊恐尖叫来代替——只是毫无惊恐成分。
勉强凑合吧。

"
order_of_purity_female_victory_button4_0,让她骑你（阴茎）
order_of_purity_female_victory_button4_1,让她骑你（阴户）
order_of_purity_female_victory_button4_2,后退 
order_of_purity_female_victory_post_text0,在经历漫长的高潮欢愉后，你与喽啰分开，将她留在原地瘫作幸福的一团，随即重返自己的事务。 
order_of_purity_male_kill_player_text0,"你双膝跪地，再也无力前进。

纯净教团的喽啰得意洋洋地俯视着你，挺起胸膛，骄傲地挥舞着教规。

<speaker(censor_male)>""又一人败倒在纯净之力的净化下。""他高声宣告，
""滚开吧，诱惑的邪魔，放弃你那邪恶淫荡的行径！""

即便倒地不起，你仍能看出喽啰因支配你而显露的淫邪兴奋。
若你愿屈尊迎合他的癖好，或许可借此翻盘。

<q>向强敌屈服将使你获得1层永久的<affliction_i(submissive_slut)>异常状态。
该异常状态积累过多可能会改变你未来的对话选项。</q>

"
order_of_purity_male_kill_player_button0_0,让自己昏迷过去
order_of_purity_male_kill_player_button0_1,试着诱惑他
order_of_purity_male_kill_player_seduce_text0,"<speaker(player)>""噢不，您的纯净之光太耀眼，我实在无法对抗它的荣耀！""你呻吟道，
""它正在净化我所有的邪念！""

<switch_clothes(You wiggled out of your remaining clothes, trying somewhat to make it look like you were just struggling on the ground. |
As you were already naked, you writhed around on the ground a bit, showing off your assets. )>

喽啰毫不掩饰兴趣地俯视着你，既然已证明能在战斗中击败你，他不再畏惧。
即使隔着教袍，他勃起部位的隆起依然清晰可见。

"
order_of_purity_male_kill_player_seduce_text1,"<speaker(censor_male)>""挣扎吧，被玷污者！""他高声喝道，
""让我的纯净之光净化你，从此摆脱罪孽！""

他又挥舞了几下教义卷轴，仿佛这能正当化当前发生的事。

<speaker(player)>""噢不，你的净化之光太纯洁了，烧得我好痛！""你边在地上扭动边战术性张开双腿，让喽啰将""商品""尽收眼底。

"
order_of_purity_male_kill_player_seduce_text2,"这似乎让狂热者彻底失控，他褪去长袍下摆，向世界展露勃起的阳具。

<speaker(censor_male)>""我再也忍不住了！""他握住自己的性器哭喊道，
""我的净化之光必须释放！""

"
order_of_purity_male_kill_player_seduce_button2_0,让他对着你的身体自慰
order_of_purity_male_kill_player_seduce_button2_1,后退 
order_of_purity_female_kill_player_text0,"你双膝跪地，再也无力前行。

纯净教团的喽啰得意地睥睨着你，挺起胸膛，骄傲地挥舞着教规卷轴。

<speaker(censor_female)>""又一人败于纯净之力的净化。""她高声宣告，
""滚开吧，诱惑的邪魔，放弃你那邪恶淫荡的行径！""

即便瘫倒在地，你仍能看出喽啰因支配你而燃起的炽烈欲火。
若你愿屈尊迎合她的癖好，或许可借此反制。

<q>向强敌屈服将使你获得1层永久的<affliction_i(submissive_slut)>异常状态。
累积过多该状态可能改变未来的对话选项。</q>

"
order_of_purity_female_kill_player_button0_0,让自己昏迷过去
order_of_purity_female_kill_player_button0_1,试着诱惑他
order_of_purity_female_kill_player_seduce_text0,"<speaker(player)>""噢不，您的纯净之光太耀眼了！我实在无法对抗这份荣耀！""你呻吟道，
""它正在净化我所有的邪念！""

<switch_clothes(You wiggled out of your remaining clothes, trying somewhat to make it look like you were just struggling on the ground. |
As you were already naked, you writhed around on the ground a bit, showing off your assets. )>


喽啰毫无掩饰地俯视着你，既然已证明能击败你，她不再畏惧。
即便隔着衣袍，也能清晰看见她挺立乳头的凸起。"
order_of_purity_female_kill_player_seduce_text1,"<speaker(censor_female)>""挣扎吧被玷污者，""她高声喝道，
""被我的纯净之光净化，从罪孽中解脱吧！""

她又挥舞了几下信仰圣物，仿佛这能正当化当前发生的事。

<speaker(player)>""噢不，你的净化之光太纯洁了，烧得我好痛！""你边在地上扭动边说道，同时战术性地张开双腿让喽啰尽览春色。"
order_of_purity_female_kill_player_seduce_text2,"这似乎让狂热者彻底失控，她将长袍下摆褪到地上，向世界展露滴着蜜液的私处。

<speaker(censor_female)>""我受不了了！""她手指探入蜜缝时哭喊道，
""我的净化之光必须释放！""

"
order_of_purity_female_kill_player_seduce_button2_0,让她对着你的身体自慰
order_of_purity_female_kill_player_seduce_button2_1,后退 
order_of_purity_male_kill_player_seduce_post_text0,"当最后一波液体从喽啰的器官中喷涌而出后，他仰面倒下，被这迟来已久的释放快感彻底击晕。
待四周无人时，你尽力清理干净自己，重新踏上旅程。

"
order_of_purity_female_kill_player_seduce_post_text0,"当最后一波液体从喽啰的阴部喷涌而出后，她仰面倒下，被这迟来已久的释放快感彻底击晕。
待四周无人时，你尽力清理干净自己，重新踏上旅程。"
no_wank_master_room_text0,"你踏入的想必是教堂最深处的密室。
室内正进行着极其诡异的仪式。

纯净教团的喽啰们排成两列整齐纵队，相对而立。
队列中央站着一位半裸的纯净教团祭司，生殖器暴露在外。

<speaker(censor_female)>""膜拜戒撸大师！""聚集的人群边喊边向前顶胯。

<speaker(censor_male)>""摒弃欲望，化身纯净！""中央的祭司边喊边挺胯，让硬挺的阳物随之晃动，
""追随我——唯一的戒撸大师的教诲，你们将登临凡俗难以想象的境界！""

人群虽无敌意，却对你的存在视若无睹。"
no_wank_master_mook_talk_text0,"<speaker(censor_female)>""戒撸大师万岁，见证我的纯净！""喽啰边朝你挺动胯边吼道。

喽啰的眼中充斥着压抑已久的狂野欲望。

"
no_wank_master_fight_text0,"你走向<b>戒撸大师</b>，而他只是继续挺动胯部、疯狂吼叫，仿佛你根本不存在。
一圈能量光晕笼罩着他，如同排斥现实本身的独立空间泡。

你伸手想引起祭司注意，但莫克毛茸茸的手覆上你的手制止了你，摇头示意。

<speaker(mork)>""没用的，大人。
此人受'愚者天命'庇护。
他确实已超脱——虽然只是遁入自我构建的虚妄之境。
我们触及不到他，至少物理层面不行，强行尝试只会伤及自身。"""
no_wank_master_fight_text1,"<speaker(genevave)>""噢，我记得这个！""吉纳维芙插话道，
""就像我的皇家财富优越护盾——当宫廷里那些乡巴佬贵族谎称我不受民众欢迎时就会触发。
它能让贱民停止存在，难怪对你也有效。""

<speaker(mork)>""我们可以尝试用这位祭司自己的逻辑与他沟通。""始终未察觉真主嘀咕的莫克继续建议，
""只要匹配上他的愚蠢波长，他就能听见你。
或许能找到打破他妄想的方法。
他确实拥有某种力量，或许能解决我们的灵魂问题。
但必须按他的方式来——只要愚者天命还在庇护他，任何他不喜之物都无法触及，这无疑会是个无穷无尽的麻烦。"""
no_wank_master_fight_button1_0,试着跟他说话
no_wank_master_fight_button1_1,也许晚点再说
no_wank_master_fight_text2,"<speaker(player)>""您好，呃，戒撸大师，我们能聊聊吗？""你尝试问道。

<speaker(censor_male)>""我自太初之年便行走于世，""祭司吼道，
""千年挣扎，千年诱惑，千年坚守。
瞻仰我积蓄百载未泄之元阳，敬畏吧！""

"
no_wank_master_fight_text3,"<speaker(censor_female)>""戒撸大师万岁！戒撸大师万岁！""人群齐声高呼。"
no_wank_master_fight_button3_0,这睾丸确实皱得可以……
no_wank_master_fight_button3_1,为什么你勃起了？
no_wank_master_fight_button3_2,你对灵魂了解多少？
no_wank_master_fight_button3_3,不加入你们愚蠢的戒撸教派就不让继续是吧？ 
no_wank_master_fight_balls_text0,"<speaker(player)>""这确实是些皱巴巴的蛋蛋……""你说。

<speaker(censor_male)>""正是！""戒撸大师宣称，
""莫慌，撸徒。
多少未经淬炼的迷途灵魂曾因瞻仰我这传家宝而窒息。
你尚可获救。
踏上非撸者正道，获得救赎吧！""

<speaker(player)>""我不太明白。""你回应。

<speaker(censor_male)>""更该修习非撸之道了。
加入我们，撸徒，方得拯救！"""
no_wank_master_fight_cock_text0,"<speaker(player)>""那你为什么勃起了？""你怀疑地问，
""这不太符合戒撸的宗旨吧？""

<speaker(censor_male)>""你一无所知！""祭司边向前挺胯边吼道，
""我并未兴奋。
重申一遍，我并未兴奋！
这只是耐力训练，为在淫邪面前保持定力。
看好了，见证我的无穷技艺！""

"
no_wank_master_fight_cock_text1,"他再次呻吟着猛挺腰胯。
阳具随之抽搐，射出一道稀薄先走液，正中莫克眼睛。

<speaker(mork)>""呃——喂！恶心死了，搞什么鬼！""蛾人边擦脸边语无伦次。

<speaker(censor_male)>""厉害吧？！""祭司宣称。

<speaker(mork)>""阴曹Plus啊，这人居然比大人还离谱，""莫克哀叹，
""我到底造了什么孽要遭这罪？"""
no_wank_master_fight_secrets_text0,"<speaker(player)>""你了解灵魂相关的事吗？""你问道，
""具体来说，如何摆脱纠缠不休的幽灵？""

<speaker(censor_male)>""你不配知晓此等奥秘，撸徒！""祭司吼道，
""唯有行走非撸者正道，方能窥此无上真理！"""
no_wank_master_fight_join_text0,"<speaker(player)>""我不加入你们那愚蠢的戒撸教派，你就不肯继续谈是吧？""你说。

<speaker(censor_male)>""很高兴听闻你有意加入我们光荣的纯净教团！""祭司宣布。

<speaker(player)>""我不是这个意思——""你刚开口。

<speaker(censor_male)>""仅需99.99，即可获得纯净教团豪华入门礼包。
从此摆脱永不餍足的撸瘾。
成就纯净之身。
限时特惠，机不可失，失不再来！""

<speaker(censor_female)>""立即购买！立即购买！""人群齐声高呼。

"
no_wank_master_fight_join_button0_0,行（付钱）
no_wank_master_fight_join_button0_1,不，去你的，我现在就走 
no_wank_master_fight_join_text1,"<speaker(player)>""等等，这地区真有零钱概念吗？""你掏钱时间道。

<speaker(mork)>""没有。我也不懂他为何这么说，""莫克确认道，
""或许他与'来世Plus'建立了强烈精神联结。
那玩意儿常把人变得古怪。""

你付了100<stat_i(guilders)>，放进祭司脏兮兮的小手里。

<speaker(censor_male)>""英明的决定！""他哀嚎道，
""我看出你的灵魂渴求救赎。
你已踏上戒除撸罪的55步修行之首阶。""

<speaker(censor_female)>""撸徒求超度，撸徒求超度！""人群诵念着。

"
no_wank_master_fight_join_loop_text,"<speaker(censor_male)>""噢，有罪的撸徒，今日纯净教团能为你做些什么？""祭司吼道，
""你是来忏悔罪行的吗？""

<speaker(censor_female)>""撸徒必须忏悔<his>的罪行，撸徒必须忏悔<his>的罪行！""聚集的人群齐声诵念。

"
no_wank_master_fight_join_loop_button_0,那么，现在能告诉我驱灵的事了吗？
no_wank_master_fight_join_loop_button_1,那个戒撸到底是怎么回事来着？
no_wank_master_fight_join_loop_button_2,你自己看起来也挺罪孽深重的
no_wank_master_fight_join_loop_button_3,后退
no_wank_master_fight_macguffin_text0,"<speaker(player)>""那么，现在能告诉我驱灵的事了吗？""你问道。

<speaker(censor_male)>""当然！""祭司吼道，
""既然你已踏上非撸者之道，并为教团做出完全自愿的贡献，我自当赐你智慧！""

<speaker(censor_female)>""赞颂戒撸大师的慷慨，赞颂戒撸大师的慷慨！""喽啰们齐声高呼。

<speaker(mork)>""我宁愿此刻在别处，""莫克在你身旁低语，
""挖城堡粪坑都比这体面。"""
no_wank_master_fight_macguffin_text1,"<speaker(censor_male)>""若想驱逐附体的邪灵，唯有一法，""祭司浑然不觉地继续道，
""需找到邪灵比当前居所更渴望的容器。
再用<item_i(super_spiritual_macguffin)>迫其迁居！""

<speaker(mork)>""用什么？""莫克问。

<speaker(censor_male)>""<item(super_spiritual_macguffin)>！！""戒撸大师全力咆哮。

<speaker(censor_female)>""<item(super_spiritual_macguffin)>万岁，<item(super_spiritual_macguffin)>万岁！""人群齐声应和。"
no_wank_master_fight_macguffin_text2,"莫克把脸埋进毛茸茸的掌心里呻吟。

<speaker(mork)>""好吧，当然，<item(super_spiritual_macguffin)>，我明白了……""他努力保持平缓的语调说道，
""那该去哪儿找这东西？""

<speaker(censor_male)>""世间仅存一件<item(super_spiritual_macguffin)>，就供奉在纯净教团守卫最森严之处，""祭司张开双臂宣告，仿佛要发表某种神圣宣言。"
no_wank_master_fight_macguffin_text3,"<speaker(mork)>""敢问这地方究竟在何处？""莫克试探着追问。

<speaker(censor_male)>""<item(super_spiritual_macguffin)>就藏在……""戒撸大师一字一顿，每个音节都充满庄重感。

<speaker(mork)>""然后呢……？""莫克不耐地催促。"
no_wank_master_fight_macguffin_text4,"<speaker(censor_male)>""就在老子屁眼里！！！""祭司突然咆哮。

<speaker(censor_female)>""在他屁眼里，在他屁眼里，""观众欢呼道。

莫克下巴惊掉，表情活像挨了一记重拳。

<speaker(mork)>""我放弃了，大人，""他捏着鼻梁说，
""我连一秒钟都受不了这家伙了。
这回恐怕得您自己应付了。"""
no_wank_master_fight_wank_text0,"<speaker(player)>""那个戒撸到底是怎么回事来着？""你问道。

<speaker(censor_male)>""关乎生命精华啊，撸徒，""祭司说，
""那是精髓，是灵魂之液，是精神琼浆。
必须保存它，封存体内，否则就会向堕落与罪恶敞开大门。"""
no_wank_master_fight_wank_text1,"<speaker(player)>""嗯，我觉得我完全没听懂你在说什么。""你说。

<speaker(censor_male)>""你的愚钝可以理解，""祭司吼道，
""毕竟过度撸管会损伤心智。
容我用适合迟钝者的范例再解释一遍。""

他朝莫克比划，引得人群纷纷注目。"
